epoch,TRA,DET,LNK
0,0.9895485126729573,0.9932038834951457,0.9647213979558193
1,0.99873058858376,1.0,0.990108803165183
2,0.9924681589303093,0.996116504854369,0.9676887570062644
3,0.998857529725384,1.0,0.9910979228486647
4,0.9986459611560107,1.0,0.9894493900428618
5,0.9984343925866374,1.0,0.987800857237059
6,0.9991960394363814,1.0,0.9937355753379492
7,0.9971649811703973,1.0,0.977909660402242
8,0.998984470867008,1.0,0.9920870425321464
9,0.997207294884272,1.0,0.9782393669634025
10,0.9981381965895146,1.0,0.985492911308935
11,0.998984470867008,1.0,0.9920870425321464
12,0.9953878051876613,0.9990291262135922,0.9706561160567095
13,0.997334236025896,1.0,0.9792284866468842
14,0.9977573731646426,1.0,0.9825255522584899
15,0.9976727457368934,1.0,0.9818661391361688
16,0.9892523166758347,0.9951456310679612,0.9492251895812727
17,0.9955993737570347,1.0,0.965710517639301
18,0.9914526297973173,0.9970873786407767,0.9531816683151995
19,0.9915795709389413,0.9980582524271845,0.9475766567754699
20,0.9903524732365759,0.9970873786407767,0.9446092977250248
21,0.9906486692336987,0.9980582524271845,0.9403231124299374
22,0.9797317310540347,0.9941747572815534,0.8816353445433565
23,0.99174882579444,0.9980582524271845,0.9488954830201121
24,0.992764354927432,0.9980582524271845,0.9568084404879658
25,0.9967418440316507,0.9990291262135922,0.9812067260138477
26,0.98984470867008,0.9980582524271845,0.9340586877678866
27,0.99746117716752,1.0,0.980217606330366
28,0.978039182499048,0.9912621359223301,0.8882294757665677
29,0.9961071383235307,0.9990291262135922,0.9762611275964391
30,0.9972919223120214,0.9980582524271845,0.9920870425321464
31,0.9980535691617654,1.0,0.9848334981866139
32,0.99428764862692,0.9990291262135922,0.9620837454665347
33,0.995684001184784,0.9990291262135922,0.9729640619848335
34,0.9964033343206533,1.0,0.9719749423013518
35,0.9988152160115094,1.0,0.9907682162875041
36,0.9990690982947573,1.0,0.9927464556544675
37,0.9981381965895146,1.0,0.985492911308935
38,0.9960225108957813,1.0,0.9690075832509067
39,0.9967418440316507,1.0,0.9746125947906363
40,0.9968687851732747,0.9990291262135922,0.9821958456973294
41,0.9990267845808827,1.0,0.9924167490933069
42,0.9955147463292853,0.9980582524271845,0.9782393669634025
43,0.997207294884272,0.9980582524271845,0.9914276294098252
44,0.9969957263148986,0.9980582524271845,0.9897790966040224
45,0.9986882748698853,1.0,0.9897790966040224
46,0.997207294884272,0.9980582524271845,0.9914276294098252
47,0.9976727457368934,1.0,0.9818661391361688
48,0.9974188634536453,1.0,0.9798878997692054
49,0.995937883468032,0.9990291262135922,0.9749423013517969
50,0.9953878051876613,0.9970873786407767,0.9838443785031322
51,0.996445648034528,0.9990291262135922,0.9788987800857237
52,0.996445648034528,0.9990291262135922,0.9788987800857237
53,0.9948800406211653,0.996116504854369,0.9864820309924167
54,0.994668472051792,0.996116504854369,0.9848334981866139
55,0.9948377269072907,0.9970873786407767,0.9795581932080448
56,0.9967418440316507,0.9980582524271845,0.987800857237059
57,0.9960225108957813,0.9980582524271845,0.9821958456973294
58,0.9977573731646426,1.0,0.9825255522584899
59,0.9978843143062667,1.0,0.9835146719419716
60,0.9988152160115094,1.0,0.9907682162875041
61,0.9962340794651546,0.9990291262135922,0.9772502472799208
62,0.9947107857656666,0.9970873786407767,0.9785690735245631
63,0.9962340794651546,0.9980582524271845,0.9838443785031322
64,0.9984343925866374,1.0,0.987800857237059
65,0.9976304320230187,1.0,0.9815364325750082
66,0.9982651377311387,1.0,0.9864820309924167
67,0.9983074514450133,1.0,0.9868117375535773
68,0.9947530994795413,0.9970873786407767,0.9788987800857237
69,0.9976727457368934,1.0,0.9818661391361688
70,0.9979266280201413,1.0,0.9838443785031322
71,0.997968941734016,1.0,0.9841740850642928
72,0.9971649811703973,1.0,0.977909660402242
73,0.995810942326408,0.9980582524271845,0.9805473128915265
74,0.9951339229044133,0.9970873786407767,0.9818661391361688
75,0.9947530994795413,0.9970873786407767,0.9788987800857237
76,0.9942453349130453,0.9970873786407767,0.9749423013517969
77,0.9949646680489147,0.9970873786407767,0.9805473128915265
78,0.996064824609656,0.9980582524271845,0.9825255522584899
79,0.9953878051876613,0.9980582524271845,0.9772502472799208
80,0.9959801971819067,0.9980582524271845,0.9818661391361688
81,0.9943299623407946,0.9970873786407767,0.975601714474118
82,0.99555706004316,0.9980582524271845,0.9785690735245631
83,0.99555706004316,0.9980582524271845,0.9785690735245631
84,0.99555706004316,0.9980582524271845,0.9785690735245631
85,0.9948377269072907,0.9970873786407767,0.9795581932080448
86,0.99492235433504,0.9970873786407767,0.980217606330366
87,0.9947107857656666,0.9970873786407767,0.9785690735245631
88,0.996445648034528,0.9980582524271845,0.985492911308935
89,0.995049295476664,0.9970873786407767,0.9812067260138477
90,0.9953454914737867,0.9970873786407767,0.9835146719419716
91,0.995303177759912,0.9970873786407767,0.9831849653808111
92,0.994795413193416,0.9970873786407767,0.9792284866468842
93,0.9955993737570347,0.9970873786407767,0.985492911308935
94,0.9952185503321627,0.9970873786407767,0.9825255522584899
95,0.9947107857656666,0.9970873786407767,0.9785690735245631
96,0.99492235433504,0.9970873786407767,0.980217606330366
97,0.9948800406211653,0.9970873786407767,0.9798878997692054
98,0.9944992171962933,0.9970873786407767,0.9769205407187603
99,0.995303177759912,0.9970873786407767,0.9831849653808111
