epoch,TRA,DET,LNK
0,0.9568400118478398,0.9669902912621359,0.8878997692054071
1,0.9985190200143866,1.0,0.9884602703593801
2,0.9981381965895146,1.0,0.985492911308935
3,0.998222824017264,1.0,0.9861523244312562
4,0.9961071383235307,1.0,0.9696669963732278
5,0.997842000592392,1.0,0.9831849653808111
6,0.9947107857656666,0.9990291262135922,0.9653808110781404
7,0.9940760800575467,0.9970873786407767,0.9736234751071546
8,0.996445648034528,1.0,0.9723046488625123
9,0.9915795709389413,0.9990291262135922,0.9409825255522585
10,0.9981381965895146,1.0,0.985492911308935
11,0.9879829052595946,0.9941747572815534,0.945928123969667
12,0.9985613337282613,1.0,0.9887899769205407
13,0.9910718063724453,0.9980582524271845,0.9436201780415431
14,0.991621884652816,0.9990291262135922,0.9413122321134191
15,0.985147886429992,0.9941747572815534,0.923837784371909
16,0.996318706892904,1.0,0.9713155291790306
17,0.9925527863580587,0.9990291262135922,0.9485657764589516
18,0.9867134938433546,0.9970873786407767,0.9162545334652159
19,0.9930605509245547,0.996116504854369,0.9723046488625123
20,0.978800829348792,0.9854368932038835,0.933728981206726
21,0.9535395421656159,0.9679611650485437,0.8555885262116716
22,0.9929336097829307,0.996116504854369,0.9713155291790306
23,0.9162611602420344,0.9475728155339805,0.7035938015166502
24,0.9540049930182373,0.970873786407767,0.8394329047148038
25,0.988321414970592,0.9951456310679612,0.9419716452357402
26,0.9344137434942665,0.954368932038835,0.7988789976920541
27,0.993906825202048,0.9980582524271845,0.965710517639301
28,0.9756696145220666,0.9902912621359223,0.8763600395647874
29,0.9973765497397706,1.0,0.9795581932080448
30,0.9601404815300639,0.9776699029126213,0.8410814375206066
31,0.9956416874709093,1.0,0.9660402242004615
32,0.9955147463292853,0.9980582524271845,0.9782393669634025
33,0.9964879617484027,1.0,0.9726343554236729
34,0.996445648034528,0.9980582524271845,0.985492911308935
35,0.9955147463292853,0.9990291262135922,0.9716452357401912
36,0.9972496085981467,0.9990291262135922,0.9851632047477745
37,0.998984470867008,1.0,0.9920870425321464
38,0.9942030211991707,0.996116504854369,0.9812067260138477
39,0.9972496085981467,0.9980582524271845,0.9917573359709858
40,0.9952185503321627,0.9980582524271845,0.9759314210352786
41,0.9972496085981467,1.0,0.9785690735245631
42,0.9954724326154106,0.9980582524271845,0.977909660402242
43,0.9972919223120214,0.9980582524271845,0.9920870425321464
44,0.997334236025896,0.9980582524271845,0.9924167490933069
45,0.9988152160115094,1.0,0.9907682162875041
46,0.9969957263148986,0.9980582524271845,0.9897790966040224
47,0.9969957263148986,0.9980582524271845,0.9897790966040224
48,0.99555706004316,0.9970873786407767,0.9851632047477745
49,0.9968687851732747,0.9980582524271845,0.9887899769205407
50,0.9970380400287733,0.9980582524271845,0.990108803165183
51,0.994160707485296,0.9980582524271845,0.9676887570062644
52,0.9970380400287733,0.9990291262135922,0.9835146719419716
53,0.995684001184784,0.9990291262135922,0.9729640619848335
54,0.9968264714594,0.9980582524271845,0.9884602703593801
55,0.996953412601024,0.9980582524271845,0.9894493900428618
56,0.996445648034528,0.9980582524271845,0.985492911308935
57,0.9968264714594,0.9980582524271845,0.9884602703593801
58,0.9925951000719333,0.9970873786407767,0.9620837454665347
59,0.9955147463292853,0.9970873786407767,0.9848334981866139
60,0.9969110988871493,0.9980582524271845,0.9891196834817013
61,0.99873058858376,1.0,0.990108803165183
62,0.996572589176152,0.9980582524271845,0.9864820309924167
63,0.9936529429188,0.9980582524271845,0.9637322782723377
64,0.9926374137858079,0.9970873786407767,0.9624134520276953
65,0.9919180806499387,0.996116504854369,0.963402571711177
66,0.9938645114881733,0.9980582524271845,0.9653808110781404
67,0.9943722760546693,0.9980582524271845,0.9693372898120672
68,0.9826513773113866,0.9980582524271845,0.8780085723705902
69,0.9936952566326747,0.9970873786407767,0.9706561160567095
70,0.9899716498117039,0.9951456310679612,0.9548302011210024
71,0.995176236618288,0.9980582524271845,0.975601714474118
72,0.9936529429188,0.9970873786407767,0.9703264094955489
73,0.9942453349130453,0.9970873786407767,0.9749423013517969
74,0.9952608640460373,0.9980582524271845,0.9762611275964391
75,0.9902678458088267,0.996116504854369,0.950544015825915
76,0.9933144332078027,0.9970873786407767,0.9676887570062644
77,0.9919603943638133,0.996116504854369,0.9637322782723377
78,0.9950069817627893,0.9990291262135922,0.9676887570062644
79,0.9926797274996827,0.9970873786407767,0.962743158588856
80,0.9918757669360639,0.9970873786407767,0.9564787339268052
81,0.99492235433504,0.9980582524271845,0.9736234751071546
82,0.9968264714594,1.0,0.9752720079129574
83,0.994033766343672,0.9990291262135922,0.9601055060995713
84,0.9948377269072907,0.9980582524271845,0.9729640619848335
85,0.994541530910168,0.9980582524271845,0.9706561160567095
86,0.9915795709389413,0.9970873786407767,0.9541707879986812
87,0.9944569034824187,0.9980582524271845,0.9699967029343884
88,0.994414589768544,0.9980582524271845,0.9696669963732278
89,0.9936106292049253,0.9980582524271845,0.963402571711177
90,0.9943722760546693,0.9980582524271845,0.9693372898120672
91,0.9946261583379173,0.9980582524271845,0.9713155291790306
92,0.9943299623407946,0.9980582524271845,0.9690075832509067
93,0.9944569034824187,0.9980582524271845,0.9699967029343884
94,0.9931028646384293,0.9970873786407767,0.9660402242004615
95,0.9931028646384293,0.9970873786407767,0.9660402242004615
96,0.9931028646384293,0.9970873786407767,0.9660402242004615
97,0.9931028646384293,0.9970873786407767,0.9660402242004615
98,0.9931028646384293,0.9970873786407767,0.9660402242004615
99,0.9931028646384293,0.9970873786407767,0.9660402242004615
