epoch,TRA,DET,LNK
0,0.9455422502433039,0.9524271844660194,0.8987800857237059
1,0.9983074514450133,1.0,0.9868117375535773
2,0.9973765497397706,1.0,0.9795581932080448
3,0.998222824017264,1.0,0.9861523244312562
4,0.9971649811703973,1.0,0.977909660402242
5,0.997842000592392,1.0,0.9831849653808111
6,0.9972919223120214,1.0,0.9788987800857237
7,0.995303177759912,0.9980582524271845,0.9765908341575997
8,0.9990267845808827,1.0,0.9924167490933069
9,0.9961494520374053,0.9990291262135922,0.9765908341575997
10,0.9909025515169466,0.996116504854369,0.9554896142433235
11,0.9937375703465493,0.9980582524271845,0.9643916913946587
12,0.995937883468032,0.9990291262135922,0.9749423013517969
13,0.9983074514450133,1.0,0.9868117375535773
14,0.9017475563830237,0.9145631067961165,0.8147049126277612
15,0.985909533279736,0.996116504854369,0.9165842400263765
16,0.996064824609656,1.0,0.9693372898120672
17,0.9944569034824187,1.0,0.9568084404879658
18,0.997968941734016,1.0,0.9841740850642928
19,0.9954724326154106,0.9990291262135922,0.9713155291790306
20,0.9962763931790293,1.0,0.9709858226178701
21,0.9982651377311387,1.0,0.9864820309924167
22,0.9855710235687386,0.9912621359223301,0.9469172436531487
23,0.9876020818347226,0.9941747572815534,0.9429607649192219
24,0.9922565903609359,0.996116504854369,0.9660402242004615
25,0.997842000592392,1.0,0.9831849653808111
26,0.996572589176152,0.9990291262135922,0.9798878997692054
27,0.9947530994795413,0.9980582524271845,0.9723046488625123
28,0.9806626327592772,0.9883495145631068,0.928453676228157
29,0.996445648034528,0.9990291262135922,0.9788987800857237
30,0.9934836880633013,0.9951456310679612,0.9821958456973294
31,0.9803664367621546,0.9922330097087378,0.8997692054071876
32,0.9449921719629332,0.9631067961165048,0.8219584569732937
33,0.990860237803072,0.9970873786407767,0.9485657764589516
34,0.995049295476664,0.9980582524271845,0.9746125947906363
35,0.9917911395083147,0.9970873786407767,0.9558193208044841
36,0.991621884652816,0.9970873786407767,0.9545004945598418
37,0.9910294926585707,0.996116504854369,0.9564787339268052
38,0.992510472644184,0.9990291262135922,0.948236069897791
39,0.9944569034824187,0.9980582524271845,0.9699967029343884
40,0.9942030211991707,0.9970873786407767,0.9746125947906363
41,0.9920873355054373,0.9980582524271845,0.9515331355093967
42,0.9722845174120932,0.9766990291262136,0.9423013517969008
43,0.9986459611560107,1.0,0.9894493900428618
44,0.993526001777176,0.9970873786407767,0.9693372898120672
45,0.9983074514450133,1.0,0.9868117375535773
46,0.9942030211991707,0.9980582524271845,0.9680184635674249
47,0.9878559641179706,0.996116504854369,0.9317507418397626
48,0.9931874920661786,0.996116504854369,0.973293768545994
49,0.9879829052595946,0.9951456310679612,0.9393339927464557
50,0.9876020818347226,0.9951456310679612,0.9363666336960106
51,0.9877290229763467,0.996116504854369,0.9307616221562809
52,0.9933144332078027,0.9980582524271845,0.961094625783053
53,0.9926797274996827,0.996116504854369,0.9693372898120672
54,0.990098590953328,0.9941747572815534,0.9624134520276953
55,0.9738078111115812,0.9796116504854369,0.9343883943290472
56,0.9884906698260907,0.996116504854369,0.9366963402571711
57,0.990098590953328,0.996116504854369,0.9492251895812727
58,0.9951339229044133,0.9990291262135922,0.9686778766897461
59,0.9966572166039013,0.9980582524271845,0.9871414441147379
60,0.9925527863580587,0.996116504854369,0.9683481701285855
61,0.9955993737570347,0.9980582524271845,0.9788987800857237
62,0.9929336097829307,0.996116504854369,0.9713155291790306
63,0.992129649219312,0.9970873786407767,0.9584569732937686
64,0.9907756103753227,0.996116504854369,0.9545004945598418
65,0.9904794143782,0.9990291262135922,0.9324101549620838
66,0.9877713366902213,0.9970873786407767,0.9244971974942301
67,0.9767274573689333,0.9932038834951457,0.8648203099241675
68,0.9777006727880506,0.9941747572815534,0.8658094296076492
69,0.9893792578174586,0.9970873786407767,0.9370260468183317
70,0.992002708077688,0.9980582524271845,0.9508737223870755
71,0.994033766343672,0.9980582524271845,0.9666996373227827
72,0.9656412643337706,0.983495145631068,0.8443785031322123
73,0.9813819658951466,0.9951456310679612,0.8878997692054071
74,0.9806626327592772,0.9951456310679612,0.8822947576656776
75,0.9888291795370879,0.996116504854369,0.9393339927464557
76,0.9701265180044852,0.9893203883495145,0.8397626112759644
77,0.9493504844920239,0.9728155339805825,0.7899769205407188
78,0.9625523632209199,0.9864077669902913,0.800527530497857
79,0.974992595100072,0.9902912621359223,0.8710847345862183
80,0.9630178140735413,0.983495145631068,0.8239366963402572
81,0.9636948334955359,0.9844660194174757,0.8226178700956149
82,0.9133838276985571,0.9524271844660194,0.648203099241675
83,0.9484618965006558,0.9728155339805825,0.7830530827563469
84,0.9359370371937545,0.9660194174757282,0.7316188592152983
85,0.9777853002157999,0.9902912621359223,0.8928453676228156
86,0.9760504379469386,0.9902912621359223,0.8793273986152325
87,0.9777853002157999,0.9932038834951457,0.8730629739531817
88,0.9707189099987306,0.987378640776699,0.857566765578635
89,0.9760081242330639,0.9893203883495145,0.8855918232772833
90,0.9751618499555706,0.9883495145631068,0.8855918232772833
91,0.9644564803452799,0.9815533980582525,0.8483349818661392
92,0.9648373037701519,0.9825242718446602,0.8447082096933729
93,0.9653027546227733,0.9825242718446602,0.8483349818661392
94,0.9775314179325519,0.9912621359223301,0.884272997032641
95,0.9739347522532052,0.9883495145631068,0.8760303330036268
96,0.9772352219354292,0.9912621359223301,0.881965051104517
97,0.9690686751576186,0.9854368932038835,0.8578964721397956
98,0.9737654973977066,0.9893203883495145,0.8681173755357732
99,0.9740616933948293,0.9893203883495145,0.8704253214638972
